개방자치단체코드,관리번호,사업장명,인허가일자,상세영업상태명,전화번호,소재지면적,지번주소,도로명주소,도로명우편번호,업태구분명,좌표정보(X),좌표정보(Y),점포구분명
3010000,2.0143E+18,밀리오레,19980811,정상영업,02-3393-1500,17736.37,서울특별시 중구 을지로6가 18번지 185호,서울특별시 중구 장충단로 263 (을지로6가),100762,그 밖의 대규모점포,200664.5829,451781.8684,대규모점포
3010000,2.0143E+18,굳앤굳 디자이너월드,19761102,정상영업,02-6365-5959,9316.94,,서울특별시 중구 남대문로 30 (남창동),100804,그 밖의 대규모점포,198079.6943,450952.1745,대규모점포
3010000,2.0023E+18,숭례문상가,19801220,정상영업,3455-3721,6020.32,서울특별시 중구 남창동 51번지 1호,,,그 밖의 대규모점포,197831.0027,450794.3148,대규모점포
3110000,2.00231E+18,메트로,20020409,정상영업,02-389-1100,5042.9,서울특별시 은평구 불광동 311번지 13호,서울특별시 은평구 통일로 856 (불광동),,쇼핑센터,192998.2022,457479.9952,대규모점포
3010000,2.0023E+18,호텔롯데아케이드,19781222,정상영업,02-759-6550,7676.86,서울특별시 중구 소공동 1번지,"서울특별시 중구 을지로 30 (소공동, 롯데호텔)",4533,그 밖의 대규모점포,198259.6536,451392.1982,대규모점포
3010000,2.0023E+18,에이피엠패션몰,20020612,정상영업,02-2250-2002,9067.72,서울특별시 중구 신당동 193번지 3호,서울특별시 중구 마장로 40 (신당동),100837,그 밖의 대규모점포,201031.4794,451759.2624,대규모점포
3010000,2.0193E+18,청계상가,20191017,정상영업,02-2264-8511,3778.41,서울특별시 중구 산림동 207번지 1호 세운청계상가,"서울특별시 중구 청계천로 160, 세운청계상가 (산림동)",4545,그 밖의 대규모점포,199521.2008,451751.4241,대규모점포
3010000,2.0023E+18,헬로우에이피엠,20020722,정상영업,6388-1100,13941.72,서울특별시 중구 을지로6가 18번지 35호,서울특별시 중구 장충단로 253 (을지로6가),100951,그 밖의 대규모점포,200649.7767,451689.7852,대규모점포
3010000,2.0053E+18,청평화시장,19830603,정상영업,222328082,12192.28,서울특별시 중구 신당1동 217번지 91호,서울특별시 중구 청계천로 334 (신당동),,그 밖의 대규모점포,201250.877,451908.7738,대규모점포
3010000,2.0063E+18,디오트,20060414,정상영업,02 22320040,18815.13,서울특별시 중구 신당동 193번지 2 호,서울특별시 중구 다산로 293 (신당동),,그 밖의 대규모점포,201236.0315,451872.4094,
3010000,2.0083E+18,주식회사 이마트 청계천점,20080626,정상영업,02-2290-1234,20144.48,서울특별시 중구 황학동 2545번지,서울특별시 중구 청계천로 400-0 (황학동),100899,대형마트,201823.909,452076.8187,대규모점포
3010000,2.0083E+18,베네치아메가몰,20080718,정상영업,02-2048-8231,27653.82,서울특별시 중구 황학동 2545번지,서울특별시 중구 청계천로 400 (황학동),,그 밖의 대규모점포,201823.909,452076.8187,대규모점포
3010000,2.0083E+18,엠플라자(M plaza),20080827,정상영업,02-318-8322,5835.93,서울특별시 중구 명동2가 31번지 1호,"서울특별시 중구 명동8길 27 (명동2가, 엠 플라자)",4536,쇼핑센터,198619.3882,451135.7403,대규모점포
3010000,2.0083E+18,굿모닝시티 쇼핑몰,20080916,정상영업,02-2118-8700,40302.01,서울특별시 중구 을지로6가 18번지 21호 굿모닝시티쇼핑몰,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티쇼핑몰)",,쇼핑센터,200573.6413,451621.0365,대규모점포
3010000,2.0093E+18,평화시장,19620223,정상영업,02-2265-3531,24483.79,서울특별시 중구 을지로6가 17번지 48호,서울특별시 중구  청계천로  274 (을지로6가),100726,그 밖의 대규모점포,200644.6738,451908.7,대규모점포
3010000,2.0093E+18,눈스퀘어,20020115,정상영업,3783-5204,21481.63,서울특별시 중구 명동2가 83번지 5호,서울특별시 중구 명동길 14 (명동2가),,그 밖의 대규모점포,198418.7417,451237.1686,대규모점포
3120000,1.98731E+18,서중시장,19871024,정상영업,373-4914,1850,,서울특별시 서대문구 수색로2길 47 (남가좌동),120805,시장,192517.6402,452143.4915,대규모점포
3020000,2.0043E+18,아이파크몰(I PARK MALL),20040921,정상영업,02-2012-0101,106290.33,서울특별시 용산구 한강로3가 40번지 999호,서울특별시 용산구 한강대로23길 55 (한강로3가),140780,쇼핑센터,196762.0774,447480.0396,
3020000,2.0123E+18,롯데슈퍼 한남점(가맹점),20120323,정상영업,02-793-9633,181.89,서울특별시 용산구 한남동 631번지 5호 허준빌딩,"서울특별시 용산구 대사관로34길 26, 허준빌딩 1층 (한남동)",4402,구분없음,200431.1456,447763.4142,준대규모점포
3020000,1.9853E+18,국제센터아케이드,19850701,정상영업,,,서울특별시 용산구 한강로1가 191호   ,,,그 밖의 대규모점포,197646.514,447909.0707,
3020000,1.9933E+18,(주)전자타운,19930413,정상영업,02 7037091,,서울특별시 용산구 한강로2가 413호   ,서울특별시 용산구 청파로 113-12 (한강로2가),,그 밖의 대규모점포,196775.6399,447984.6345,
3020000,2.0043E+18,LS Avenue,20041222,정상영업,02  799 7114,6876.34,서울특별시 용산구 한강로2가 191호,서울특별시 용산구 한강대로 92 (한강로2가),140702,그 밖의 대규모점포,197099.3815,447328.5488,대규모점포
3020000,2.0063E+18,보광시장,19750701,정상영업,02)794-0343,2688.42,서울특별시 용산구 보광동 260번지 8호,서울특별시 용산구 보광로 30 (보광동),,시장,199955.4297,447219.1616,
3020000,2.0083E+18,만리시장,19681109,정상영업,02)714-0151,1209.2,서울특별시 용산구 서계동 260번지 1호,서울특별시 용산구 효창원로 270 (서계동),140830,시장,196716.1659,449892.5577,대규모점포
3180000,2.00132E+18,삼구시장,19871127,정상영업,226340536,,서울특별시 영등포구 영등포동5가 20호   ,,,그 밖의 대규모점포,,,
3020000,2.0083E+18,해밀톤 쇼핑몰,19870213,정상영업,02-3786-6352,4845.26,서울특별시 용산구 이태원동 119번지 25호,서울특별시 용산구 이태원로 179 (이태원동),,쇼핑센터,199363.5958,448050.9263,대규모점포
3020000,2.0083E+18,(주)에스와이에스홀딩스,19871031,정상영업,02  707 4628,62555.57,서울특별시 용산구 한강로3가 16번지 9호,서울특별시 용산구 청파로 74 (한강로3가),,전문점,196370.7464,447841.6988,대규모점포
3070000,2.00831E+18,삼익아파트상가,20080620,정상영업,915-4230,3583,서울특별시 성북구 장위동 60번지 1호,,,그 밖의 대규모점포,205020.6087,456783.7666,
3020000,2.0083E+18,원효전자상가,19880623,정상영업,02)702-3411,8382.6,서울특별시 용산구 원효로3가 51번지 30호,서울특별시 용산구 청파로 77 (원효로3가),140849,전문점,196385.232,447938.1925,대규모점포
3020000,2.0083E+18,신동아 쇼핑센터,19851112,정상영업,02)795-7501,3327.67,서울특별시 용산구 용산동6가 69번지 167호,서울특별시 용산구 이촌로 352 (용산동6가),,쇼핑센터,198622.8926,446114.1552,
3020000,2.0123E+18,(주)농협유통하나로클럽용산점,20120313,정상영업,220772800,3271,서울특별시 용산구 한강로2가 15번지 19호,서울특별시 용산구 청파로 122 (한강로2가),140012,대형마트,196813.2585,447881.9708,대규모점포
3020000,2.0053E+18,전자타운,19930413,정상영업,7037091,10634.18,서울특별시 용산구 한강로2가 413호,서울특별시 용산구 청파로 113-12 (한강로2가),,전문점,196775.6399,447984.6345,대규모점포
3020000,2.0063E+18,이태원시장,19600217,정상영업,02  794 5682,574,서울특별시 용산구 이태원동 56번지 9호,서울특별시 용산구 이태원로14길 6 (이태원동),,시장,199051.1588,447953.6017,대규모점포
3020000,2.0203E+18,(주)서부티엔디,20200813,정상영업,02-2689-0035,8500.52,서울특별시 용산구 한강로3가 2-8,"서울특별시 용산구 청파로 100, 12동 2층 (한강로3가)",4372,전문점,196605.5116,447841.2701,대규모점포
3030000,2.0143E+18,파크에비뉴 엔터식스 한양대점,20141209,정상영업,"2207-9991, 6454-6301",13996.64,,서울특별시 성동구 왕십리로 241 (행당동),133866,복합쇼핑몰,203523,450411,대규모점포
3030000,2.0113E+18,성동용답상가시장,20110705,정상영업,22135635,0,서울특별시 성동구 용답동 49번지 5호,,,시장,204566.0464,451260.9331,대규모점포
3020000,2.0063E+18,아이파크(I PARK)백화점,20060825,정상영업,02)2012-0101,17898.53,서울특별시 용산구 한강로3가 40번지 999호,서울특별시 용산구 한강대로23길 55 (한강로3가),140780,백화점,196762.0774,447480.0396,
3210000,2.01532E+18,롯데쇼핑(주) 롯데마트 서초점,20150203,정상영업,02-2145-8000,12066.12,"서울특별시 서초구 서초동 1498번지 5호  (영업장 지하1층,지하2층)",,,대형마트,200438.9929,443124.5944,
3150000,2.01232E+18,롯데쇼핑(주)롯데슈퍼 우장산점,20120329,정상영업,220645601,461.2,서울특별시 강서구 내발산동 719번지 6호,서울특별시 강서구 강서로 267 (내발산동),157280,그 밖의 대규모점포,185431.0666,449714.8138,
3150000,2.01232E+18,롯데쇼핑(주)롯데슈퍼 방화점,20120329,정상영업,226635601,847.4,서울특별시 강서구 방화1동 187번지 1호,서울특별시 강서구 방화대로34길 83 (방화동),157846,그 밖의 대규모점포,184102.7825,452097.3701,
3220000,2.00132E+18,롯데백화점(강남점),20000616,정상영업,02 5312902,26532,서울특별시 강남구 대치동 937호,서울특별시 강남구 도곡로 401 (대치동),135704,백화점,204669.5434,443873.6212,
3020000,2.0063E+18,선인상가,19871126,정상영업,02)718-7113,37901.41,서울특별시 용산구 한강로2가 15번지 14호,"서울특별시 용산구 새창로 181 (한강로2가, 선인상가)",4371,전문점,196839.6417,447863.232,
3020000,2.0103E+18,신동아쇼핑센터,19851112,정상영업,709-7501,7470.17,서울특별시 용산구 용산동6가 69번지 167호,서울특별시 용산구 이촌로 352 (용산동6가),,쇼핑센터,198622.8926,446114.1552,
3030000,2.0123E+18,홈플러스(주) 익스프레스 왕십리점,20120214,정상영업,3459-8000,264.3,서울특별시 성동구 왕십리2동 966번지 11호,서울특별시 성동구 왕십리로 333 (하왕십리동),133020,구분없음,202806.0185,451160.356,준대규모점포
3030000,1.9623E+18,금남시장,19620121,정상영업,02  22525302,1156,서울특별시 성동구 금호동3가 332번지,서울특별시 성동구 독서당로 303-11 (금호동3가),133805,시장,201939.2553,449589.2138,대규모점포
3030000,1.9803E+18,자동차매매센타,19800905,정상영업,02-2210-4100,0,서울특별시 성동구 용답동 234번지 한국자동차매매센터,"서울특별시 성동구 자동차시장1길 70 (용답동, 장안평중고자동차시장)",4808,전문점,205784.8688,450883.524,대규모점포
3050000,2.01431E+18,서울풍물시장,20080806,정상영업,2238-2600,2870.08,서울특별시 동대문구 신설동 109번지 5호,서울특별시 동대문구 천호대로4길 21 (신설동),130813,그 밖의 대규모점포,202186.4681,452282.6074,대규모점포
3030000,1.9823E+18,한남하이츠상가,19821016,정상영업,2297-2484,0,서울특별시 성동구 옥수동 220번지 1호 한남하이츠아파트,"서울특별시 성동구 독서당로 160, 한남하이츠아파트 (옥수동)",4736,그 밖의 대규모점포,201181.599,448609.5881,대규모점포
3030000,1.9983E+18,대림리빙프라자,19980803,정상영업,02)2297-6205,4049.55,서울특별시 성동구 행당동 347번지 행당동 대림아파트,"서울특별시 성동구 행당로 87, 행당동 대림아파트 (행당동)",4713,그 밖의 대규모점포,202326.503,450625.5842,대규모점포
3030000,2.0003E+18,한진종합상가,20000331,정상영업,02)2281-7003,5873.69,서울특별시 성동구 행당동 346번지 행당 한진타운 종합상가,"서울특별시 성동구 행당로 84, 행당 한진타운 종합상가 (행당동)",4717,그 밖의 대규모점포,202511.1429,450401.3037,대규모점포
3030000,2.0053E+18,(주)인트램,19681207,정상영업,02-464-2095,3225,서울특별시 성동구 성수동2가 289번지 4호,서울특별시 성동구 아차산로7길 28 (성수동2가),,그 밖의 대규모점포,204830.9773,449477.4485,대규모점포
3030000,2.0063E+18,마장축산물시장,20060320,정상영업,2281-4446,25910,서울특별시 성동구 마장동 510번지 3호 일대,"서울특별시 성동구 마장로31길 40 (마장동,일대)",,시장,203323.7878,451940.2054,
3030000,2.0073E+18,성동삼성쉐르빌상가,20070323,정상영업,3395-9336,7717.09,서울특별시 성동구 왕십리도선동 69번지,서울특별시 성동구 무학로6길 50 (도선동),,그 밖의 대규모점포,203017.0215,451346.2811,대규모점포
3030000,2.0083E+18,(주)이마트 왕십리점,20080627,정상영업,02  22001234,11573,서울특별시 성동구 행당동 168번지 1호,서울특별시 성동구 왕십리광장로 17 (행당동),133866,대형마트,203292.1519,451267.7309,대규모점포
3030000,2.0083E+18,ENTER-6,20080828,정상영업,02-2200-6000,7960,서울특별시 성동구 행당동 168번지 151호 왕십리민자역사,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 (행당동)",4750,그 밖의 대규모점포,203321.5623,451001.8687,대규모점포
3030000,2.0123E+18,홈플러스(주) 익프스레스 금호2점,20120224,정상영업,2253-8542,578.96,서울특별시 성동구 금호동3가 1331번지,서울특별시 성동구 동호로 100 (금호동3가),133751,구분없음,201383.0237,449744.2805,준대규모점포
3030000,2.0123E+18,홈플러스(주) 익스프레스 금호점,20120321,정상영업,02-2292-8545,293.34,서울특별시 성동구 금호동1가 481번지 5호,서울특별시 성동구 행당로 6 (금호동1가),133091,구분없음,201772.8071,450250.3664,준대규모점포
3030000,2.0183E+18,노브랜드 엔터식스한양대점,20180228,정상영업,02-380-9842,0,서울특별시 성동구 행당동 155번지 1호 서울숲 더샵,"서울특별시 성동구 왕십리로 241 (행당동, 서울숲 더샵)",4765,구분없음,203477.9054,450542.4544,준대규모점포
3030000,2.0213E+18,홈플러스익스프레스 뚝섬2점,20130219,정상영업,02-2253-8541,143.55,서울특별시 성동구 성수동1가 656-1208 성수만세주유소,"서울특별시 성동구 왕십리로 109, 성수만세주유소 (성수동1가)",4768,구분없음,203841.2255,449475.5401,준대규모점포
3050000,2.01131E+18,롯데쇼핑(주) 롯데슈퍼 장안점,20110907,정상영업,02-2242-5611,769.5,서울특별시 동대문구 장안동 94번지 27호 외1필지 예신프라자,서울특별시 동대문구 한천로46길 42 (장안동),130835,구분없음,206176.1786,453248.0972,
3050000,2.01131E+18,롯데쇼핑(주) 롯데슈퍼 전농점,20110907,정상영업,02-2248-7800,1701.2,서울특별시 동대문구 전농동 10번지 외7필지 전농sk아파트 주상가동,"서울특별시 동대문구 사가정로 148 (전농동, SK아파트)",130769,구분없음,205271.7049,452706.8979,
3160000,2.00732E+18,이천일 아울렛 구로점,20051117,정상영업,220935072,13043.88,서울특별시 구로구 고척동 76번지 41호,서울특별시 구로구 중앙로1길 36 (고척동),,그 밖의 대규모점포,187785.8405,443997.1359,
3050000,2.01031E+18,롯데쇼핑(주)롯데마트 청량리점,20100811,정상영업,02-3706-4710,10910.6,서울특별시 동대문구 전농1동 591번지 53호,서울특별시 동대문구 왕산로 214 (전농동),130851,대형마트,204081.2821,453187.3952,
3040000,2.0013E+18,노룬산시장,19701223,정상영업,02-463-7521,1524.1,서울특별시 광진구 자양동 44번지 2호,서울특별시 광진구 뚝섬로 491 (자양동),143843,그 밖의 대규모점포,205663.0811,448250.3634,대규모점포
3040000,2.0013E+18,조양시장,19710501,정상영업,02-463-5611,6426.48,서울특별시 광진구 자양동 6번지 20호,서울특별시 광진구 아차산로30길 39 (자양동),143841,그 밖의 대규모점포,205886.289,448517.3386,대규모점포
3040000,2.0013E+18,중곡제일시장,19710508,정상영업,02-467-0254,2107.8,서울특별시 광진구 중곡동 229번지 5호,서울특별시 광진구 긴고랑로11길 11 (중곡동),143903,그 밖의 대규모점포,207114.4989,451296.0494,대규모점포
3040000,2.0083E+18,파크에비뉴,20080903,정상영업,02-466-6767,3741.82,서울특별시 광진구 군자동 503번지,서울특별시 광진구 광나루로 369 (군자동),143840,그 밖의 대규모점포,206212.2443,449577.1749,대규모점포
3040000,2.0013E+18,신성종합시장,19770131,정상영업,02 4441707,1137.92,서울특별시 광진구 중곡동 79번지 13호,서울특별시 광진구 영화사로 12 (중곡동),143888,그 밖의 대규모점포,207747.894,450639.201,대규모점포
3040000,2.0013E+18,자양종합시장,19790716,정상영업,02 4577480,2418.11,서울특별시 광진구 자양동 602호,서울특별시 광진구 자양번영로6길 20 (자양동),143865,그 밖의 대규모점포,206686.3645,447752.4632,대규모점포
3040000,2.0013E+18,테크노-마트21,19980323,정상영업,02-3424-0323,49840,서울특별시 광진구 구의동 546번지 4호,서울특별시 광진구 광나루로56길 85 (구의동),143721,그 밖의 대규모점포,208394.4164,448165.28,대규모점포
3040000,2.0123E+18,홈플러스(주)익스프레스 중곡점,20120306,정상영업,24478545,274.4,서울특별시 광진구 중곡2동 157번지 1호,서울특별시 광진구 능동로 314 (중곡동),143898,구분없음,207001.8723,450597.6149,
3040000,2.0113E+18,홈플러스익스프레스 중곡2점,20111005,정상영업,02-3437-8546,235.8,서울특별시 광진구 중곡4동 93번지 2호,서울특별시 광진구 용마산로 10 (중곡동),143888,구분없음,207778.1165,450250.2556,
3040000,2.0213E+18,구의 자이르네 판매시설,2021-06-08,정상영업,24578045,3208.98,서울특별시 광진구 구의동 66-25,서울특별시 광진구 광나루로39길 11 (구의동),4977,복합쇼핑몰,,,
3040000,2.0113E+18,(주)지에스리테일GS수퍼 광진화양점,20111004,정상영업,02-469-1333,1162,서울특별시 광진구 화양동 10번지 1호,서울특별시 광진구 능동로13길 39 (화양동),143914,구분없음,206107.7752,449029.3422,
3040000,2.0063E+18,프라젠 스파,20060228,정상영업,02-3436-0005,3004.13,서울특별시 광진구 자양동 663번지 21  호,서울특별시 광진구 자양로5길 33 (자양동),143873,그 밖의 대규모점포,207368.6245,447632.296,대규모점포
3040000,2.0063E+18,(주)이마트 자양점,20061214,정상영업,220241234,11045.55,서울특별시 광진구 자양동 227번지 7호,서울특별시 광진구 아차산로 272 (자양동),143758,대형마트,206349.675,448396.9397,대규모점포
3040000,2.0153E+18,커먼그라운드,20150403,정상영업,3677-7281,4037.2,서울특별시 광진구 자양동 17번지 1호,서울특별시 광진구 아차산로 200 (자양동),5071,그 밖의 대규모점포,205758.8167,448768.1614,대규모점포
3040000,2.0013E+18,한아름시장,19800407,정상영업,02-465-7965,2456.45,서울특별시 광진구 화양동 10번지 1호,서울특별시 광진구 능동로13길 39 (화양동),143914,그 밖의 대규모점포,206107.7752,449029.3422,대규모점포
3040000,2.0013E+18,광성시장,19800618,정상영업,02-467-5200,2135.53,서울특별시 광진구 중곡동 229번지 15호,서울특별시 광진구 능동로47길 30 (중곡동),143903,그 밖의 대규모점포,207098.9948,451260.4457,대규모점포
3040000,2.0013E+18,동서울터미널상가,19890823,정상영업,02--450-8832,3995.19,서울특별시 광진구 구의동 546번지 1호,서울특별시 광진구 강변역로 50 (구의동),143715,그 밖의 대규모점포,208201.9933,447967.2995,대규모점포
3040000,2.0013E+18,현대종합상가,19901117,정상영업,02 4543916,3625.18,서울특별시 광진구 광장동 484호,서울특별시 광진구 광나루로 635 (광장동),143814,그 밖의 대규모점포,208644.8192,448711.7258,대규모점포
3040000,2.0013E+18,구의현대종합상가,19921105,정상영업,02-454-7529,1707.82,서울특별시 광진구 구의동 611호,서울특별시 광진구 광나루로56길 34 (구의동),143832,그 밖의 대규모점포,208403.7461,448490.2392,대규모점포
3040000,2.0013E+18,프라임프라자상가,19970130,정상영업,02-3437-2572,5880.92,서울특별시 광진구 구의동 631번지 1호,서울특별시 광진구 광나루로56길 63 (구의동),143761,그 밖의 대규모점포,208558.2866,448353.9052,대규모점포
3050000,2.00331E+18,홈플러스(주) 동대문점,20031023,정상영업,221738123,12010,서울특별시 동대문구 용두동 33번지 1호,서울특별시 동대문구 천호대로 133 (용두동),130817,대형마트,203356.9574,452469.3002,대규모점포
3040000,2.0123E+18,홈플러스익스프레스 구의2점,20120329,정상영업,02-458-8545,232.07,서울특별시 광진구 구의3동 212번지 2호,서울특별시 광진구 아차산로 473 (구의동),143822,구분없음,208261.7488,448701.6585,
3050000,2.01131E+18,장안위더스빌,20110315,정상영업,02-840-3210,5746.45,서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),130100,그 밖의 대규모점포,205423.9695,451556.2106,대규모점포
3050000,2.01131E+18,(주)이마트에브리데이 이문점,20210826,정상영업,02-959-1234,2260.6,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),130826,구분없음,205396.3637,455131.6832,준대규모점포
3050000,2.00731E+18,불로장생타워,20070509,정상영업,02 9070135,13762.35,서울특별시 동대문구 제기동 1140번지 5호,서울특별시 동대문구 왕산로 117 (제기동),130864,전문점,203155.5049,452914.6075,대규모점포
3050000,2.00731E+18,건강백화점 동의보감,20060424,정상영업,3299-4700,6986.87,서울특별시 동대문구 용두동 787번지 동의보감타워,,,전문점,203258.3772,452834.0641,대규모점포
3050000,2.00931E+18,대규모점포 개설등록,20090320,정상영업,957-9090,8286.24,서울특별시 동대문구 이문1동 292번지 10호 (주)이문종합상가 이문동웰츠타워,,,그 밖의 대규모점포,205396.3637,455131.6832,
3050000,2.00031E+18,전곡시장,19750905,정상영업,222453026,809,서울특별시 동대문구 장안동 108-5,서울특별시 동대문구 한천로 190(장안동),2525,시장,205987.3456,452845.2843,대규모점포
3050000,2.00031E+18,이경시장,19740711,정상영업,02-966-6966,2178,서울특별시 동대문구 휘경동 151-3,서울특별시 동대문구 휘경로 53(휘경동),2428,시장,204881.3132,454280.0406,대규모점포
3050000,2.00031E+18,이문제일시장,19720712,정상영업,02 9647051,1774,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),130826,시장,205396.3637,455131.6832,대규모점포
3050000,2.00431E+18,한솔동의보감,20040722,정상영업,02  63700050,7753.13,서울특별시 동대문구 제기동 892번지 71호,서울특별시 동대문구 왕산로 109 (제기동),130864,전문점,203075.0985,452918.8365,대규모점포
3050000,2.00531E+18,(주)형지쇼핑 아트몰링 장안점,20050429,정상영업,222151000,11167.69,서울특별시 동대문구 장안동 368번지 1호,서울특별시 동대문구 답십리로 288 (장안동),130840,그 밖의 대규모점포,206325.3494,452184.2102,대규모점포
3050000,2.00031E+18,용두시장,19771226,정상영업,02 9263751,1250.85,서울특별시 동대문구 용두동 231-5,서울특별시 동대문구 무학로37길 12(용두동),2579,시장,202538.0118,452901.1853,대규모점포
3050000,2.00031E+18,동서시장,19721012,정상영업,02-967-8169,1813,서울특별시 동대문구 제기동 650호,,,시장,203597.8562,453055.9087,대규모점포
3050000,2.00031E+18,청량리현대코아,19480921,정상영업,02 9599981,19780.15,서울특별시 동대문구 청량리동 738번지,서울특별시 동대문구 홍릉로 13 (청량리동),130870,그 밖의 대규모점포,203851.3754,453238.5942,대규모점포
3050000,2.00031E+18,전농프라자,19781228,정상영업,222157200,10431.44,서울특별시 동대문구 전농동 647번지 1호,서울특별시 동대문구 서울시립대로 36 (전농동),130859,그 밖의 대규모점포,204082.1118,452472.9905,대규모점포
3050000,2.00031E+18,전농로타리시장,19740402,정상영업,222171231,4244,서울특별시 동대문구 전농동 295번지 52호,서울특별시 동대문구 전농로 147 (전농동),130854,시장,204970.9016,452852.821,대규모점포
3050000,2.00031E+18,동부시장,19710311,정상영업,222444451,1655.9,서울특별시 동대문구 답십리동 495-1,서울특별시 동대문구 천호대로 281(답십리동),2604,시장,205006.0749,451814.3324,대규모점포
3050000,2.01431E+18,이문동웰츠타워,20090320,정상영업,962-3004,8286.24,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),130826,그 밖의 대규모점포,205396.3637,455131.6832,대규모점포
3050000,2.01431E+18,홈플러스 익스프레스 서울회기점,20140925,정상영업,29598545,141,,서울특별시 동대문구 경희대로 20 (회기동),130872,구분없음,204605.3839,454565.9406,준대규모점포
3050000,2.01631E+18,서울특별시장,20161230,정상영업,2232-3367,7377.08,서울특별시 동대문구 신설동 109번지 5호,,,그 밖의 대규모점포,202186.4681,452282.6074,
3050000,2.01131E+18,(주)이마트에브리데이 답십리점,20110926,정상영업,222467292,967.51,서울특별시 동대문구 답십리1동 530번지 11호  외1필지 지층1호~13호,서울특별시 동대문구 고미술로 49 (답십리동),130805,구분없음,204638.4864,451699.7658,준대규모점포
3050000,2.01131E+18,노브랜드 동대문 장안점,20111228,정상영업,269082123,1478.96,서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),130837,대형마트,205423.9695,451556.2106,준대규모점포
3060000,2.01131E+18,동성타워프라자,20010328,정상영업,34232975,4136,서울특별시 중랑구 신내1동 786번지 동성타워프라자,서울특별시 중랑구 봉화산로 221 (신내동),131867,복합쇼핑몰,208520.0923,456195.8775,대규모점포
3060000,2.01231E+18,태능엔터피아 번영회,19750909,정상영업,02-432-8637,0,서울특별시 중랑구 중화2동 314번지 1호,서울특별시 중랑구 동일로129길 35 (중화동),131883,시장,206771.2173,455221.9895,대규모점포
3060000,2.01431E+18,동원,19711210,정상영업,02-439-0026,1558.54,,서울특별시 중랑구 면목로74길 45 (면목동),131200,시장,207869.6056,454173.3134,대규모점포
3060000,2.01131E+18,홈플러스(주) 익스프레스 태릉점,20110704,정상영업,24918546,466.1,서울특별시 중랑구 중화2동 314번지 1호,서울특별시 중랑구 동일로129길 35 (중화동),131883,그 밖의 대규모점포,206771.2173,455221.9895,준대규모점포
3060000,2.01131E+18,홈플러스(주)익스프레스 면목점,20110809,정상영업,24938545,361.1,서울특별시 중랑구 면목3.8동 499번지 4호,서울특별시 중랑구 면목로 357 (면목동),131831,그 밖의 대규모점포,207708.3648,453525.7412,준대규모점포
3060000,2.01131E+18,홈플러스(주)익스프레스 망우점,20110809,정상영업,24348546,364.6,서울특별시 중랑구 망우3동 410번지 1호,서울특별시 중랑구 용마산로 494 (망우동),131806,그 밖의 대규모점포,208781.9994,454740.6269,준대규모점포
3060000,2.01131E+18,(주)이마트에브리데이 면목동점,20120106,정상영업,24323100,1440.66,서울특별시 중랑구 면목7동 650번지 카멜리아 쇼핑센타 1층,서울특별시 중랑구 면목로39길 11 (면목동),131828,구분없음,207553.1704,453031.1158,준대규모점포
3060000,2.00631E+18,홈플러스 신내점,20060828,정상영업,220248124,11101,서울특별시 중랑구 신내2동 645번지,서울특별시 중랑구 신내로 201 (신내동),131872,대형마트,208208.7867,457054.7937,대규모점포
3060000,2.00631E+18,홈플러스(주)면목점,20061026,정상영업,24372080,8128.82,서울특별시 중랑구 면목동 168번지 2호,서울특별시 중랑구 사가정로 332 (면목동),131822,복합쇼핑몰,207089.2166,453074.4768,대규모점포
3060000,2.01031E+18,주식회사 이마트 상봉점,20000503,정상영업,02-490-1052,9961.6,서울특별시 중랑구 망우동 506번지 1호,서울특별시 중랑구 상봉로 118 (망우동),131809,대형마트,208183.5589,454911.2485,대규모점포
3060000,2.01031E+18,주식회사 이마트 묵동점,20100721,정상영업,02-380-9426,5100.83,서울특별시 중랑구 묵1동 170번지 1호 외 35필지,서울특별시 중랑구 동일로 932 (묵동),131757,대형마트,206777.7314,456837.2196,대규모점포
3060000,2.01331E+18,이노시티,20131128,정상영업,02-2207-9991,21844.34,,"서울특별시 중랑구 망우로 353-0 (상봉동, 프레미어스 엠코)",131857,복합쇼핑몰,208091.2692,455421.8266,
3060000,2.01031E+18,홈플러스(주) 서울 상봉점,20101229,정상영업,269228100,22618.65,서울특별시 중랑구 상봉1동 500번지,"서울특별시 망우로 353-0 (상봉동, 프레미어스 엠코)",131857,대형마트,207923.7459,455090.7183,대규모점포
3060000,2.00531E+18,코스트코홀세일 상봉점,20010418,정상영업,02-439-1144,9776.28,서울특별시 중랑구 상봉동 81호,서울특별시 중랑구 망우로 336 (상봉동),131858,대형마트,207897.2604,454953.3634,대규모점포
3070000,2.01931E+18,동소문스카이상가,20190524,정상영업,02-926-6405,0,서울특별시 성북구 돈암동 609번지 1호 스카이프라자상가,"서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트)",2831,그 밖의 대규모점포,200841.727,454721.5052,대규모점포
