개방자치단체코드,관리번호,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
3000000,3000000-102-2001-12095,20010806,,,,,02 7239692,,110130,서울특별시 종로구 청진동 140-0번지 ,서울특별시 종로구 종로3길 24-20 (청진동),3156,파레스,룸살롱,198200.2152,452125.6556
3000000,3000000-102-2001-12225,20010921,,,,,02 7424127,32.8,110850,서울특별시 종로구 효제동 227-1 혜원한의원 ,"서울특별시 종로구 종로35길 19, 혜원한의원 2층 (효제동)",3126,아씨,룸살롱,200265.9397,452194.4731
3000000,3000000-102-2001-12237,20010927,,,,,02 7327278,,110130,서울특별시 종로구 청진동 296-1번지 지하1층 ,,,보물섬,카바레,,
3000000,3000000-102-2001-12157,20010305,,,,,222680923,,110836,서울특별시 종로구 종로5가 321-18번지  동  호,"서울특별시 종로구 청계천로 231-8, 동  호 (종로5가)",3196,캐빈,룸살롱,200233.0899,451977.0667
3000000,3000000-102-2001-11926,20010427,,,,,222783091,34.76,110836,서울특별시 종로구 종로5가 231-15번지 ,"서울특별시 종로구 종로36가길 4, 1층 (종로5가)",3197,아방궁,룸살롱,200292.1857,452029.6699
3000000,3000000-102-2001-11972,20010531,,,,,,,110850,서울특별시 종로구 효제동 233-1번지 ,서울특별시 종로구 대학로2길 29 (효제동),3126,사랑방,룸살롱,200255.2648,452155.3008
3000000,3000000-102-2006-00004,20060327,,,,,,95.7,110842,서울특별시 종로구 창신동 438-14번지 외1필지 지하1층 ,"서울특별시 종로구 종로46길 33 (창신동,외1필지 지하1층)",3119,히든싱어2,룸살롱,200831.7863,451988.8294
3000000,3000000-102-2001-12247,20010410,,,,,02 7454455,79.82,110360,서울특별시 종로구 와룡동 97-1번지 지하1층 ,"서울특별시 종로구 돈화문로 84 (와룡동,지하1층)",3134,18K,룸살롱,199113.4122,452627.2447
3000000,3000000-102-2003-00007,20030612,,,,,02 7374242,,110071,서울특별시 종로구 당주동 18번지 ,서울특별시 종로구 새문안로9길 29-2 (당주동),3183,첼로,룸살롱,197745.0045,452127.2441
3000000,3000000-102-2004-00006,20040420,,,,,,,110123,서울특별시 종로구 종로3가 6번지 지상3층 ,"서울특별시 종로구 종로 111-1 (종로3가,지상3층)",3139,힐링,룸살롱,199041.0092,452032.2396
3000000,3000000-102-2002-00010,20020507,,,,,02 7325054,90,110111,서울특별시 종로구 관철동 19-19번지 ,서울특별시 종로구 삼일대로17길 50 (관철동),3189,박카스,룸살롱,198585.2908,451888.1324
3000000,3000000-102-2011-00009,20110520,,,,,,,110807,서울특별시 종로구 돈의동 45-1번지 지하(1층) ,"서울특별시 종로구 돈화문로11길 16 (돈의동,지하(1층))",3133,여명,룸살롱,199093.1052,452268.9283
3000000,3000000-102-2011-00010,20110527,,,,,02 7418348,,110410,서울특별시 종로구 인의동 36번지 지하1층 ,"서울특별시 종로구 종로31길 21 (인의동,지하1층)",3130,배트맨노래팡,룸살롱,199893.6699,452177.2483
3000000,3000000-102-2011-00013,20110711,,,,,,19.25,110851,서울특별시 종로구 효제동 245-21번지 지상1층 ,"서울특별시 종로구 대학로2길 19 (효제동,지상1층)",3126,청사초롱,룸살롱,200203.2473,452144.9723
3000000,3000000-102-2011-00014,20110718,,,,,,94.64,110126,서울특별시 종로구 종로6가 244-16 지하1층,"서울특별시 종로구 종로39길 10 (종로6가,지하1층)",3125,수 노래주점,룸살롱,200491.8142,452150.5272
3000000,3000000-102-2021-00001,20210315,,,,,,56.46,110850,서울특별시 종로구 효제동 173-1 동광빌딩,"서울특별시 종로구 종로39길 31, 동광빌딩 1층 (효제동)",3126,시드니,기타,200387.0118,452204.9244
3000000,3000000-102-2021-00002,20210315,,,,,,84.78,110850,서울특별시 종로구 효제동 173-1 동광빌딩,"서울특별시 종로구 종로39길 31, 동광빌딩 지하1층 (효제동)",3126,명진,기타,200387.0118,452204.9244
3000000,3000000-102-2012-00004,20120605,,,,,02  22611278,,110836,서울특별시 종로구 종로5가 231-1번지 (지상1층) ,"서울특별시 종로구 종로 244-1, 1층 (종로5가)",3197,둥지Ⅱ,요정,200365.8523,452054.0146
3000000,3000000-102-2008-00003,20080630,,,,,,92.52,110480,"서울특별시 종로구 효제동 233-3번지 ,236번지 (지하1층) ","서울특별시 종로구 대학로2길 25-2 (효제동,,236번지 (지하1층))",3126,루비주점,룸살롱,200243.0985,452156.6467
3000000,3000000-102-1999-10838,19991105,,,,,02 7399496,,110071,서울특별시 종로구 당주동 23-6번지 ,,,비너스클럽,룸살롱,,
3000000,3000000-102-1999-10841,19991106,,,,,02 7435177,,110250,서울특별시 종로구 재동 92-0번지 ,서울특별시 종로구 북촌로 2 (재동),3059,세바퀴,룸살롱,198709.4703,452773.6231
3000000,3000000-102-2011-00005,20110422,,,,,,,110835,서울특별시 종로구 종로5가 54번지 (지하1층) ,"서울특별시 종로구 종로 227-6 (종로5가,(지하1층))",3126,싸다구,룸살롱,200197.5793,452129.3207
3000000,3000000-102-2011-00006,20110502,,,,,02  763 5590,62.08,110835,서울특별시 종로구 종로5가 42-1번지 신화빌딩 ,"서울특별시 종로구 종로 233-1, 신화빌딩 (종로5가)",3126,바나나,룸살롱,200259.7545,452113.1509
3000000,3000000-102-2011-00008,20110519,,,,,,,110850,서울특별시 종로구 효제동 185번지 (지상1층) ,"서울특별시 종로구 대학로2길 41 (효제동,(지상1층))",3126,서편제,요정,200322.8756,452140.2434
3000000,3000000-102-1999-10610,19991110,,,,,02  733 6610,82.88,110061,서울특별시 종로구 신문로1가 31-0번지 지하1층 ,"서울특별시 종로구 새문안로 87 (신문로1가,지하1층)",3182,차차차 노래,룸살롱,197656.1779,452014.9772
3000000,3000000-102-1999-08239,19991115,,,,,02 7471486,,110450,서울특별시 종로구 원남동 118-0번지 ,,,원남관광나이트,카바레,,
3000000,3000000-102-1999-10907,19991129,,,,,02 7336030,,110130,서울특별시 종로구 청진동 80번지 지하1층 ,,,황제,룸살롱,,
3000000,3000000-102-1999-08295,19991207,,,,,,,110300,서울특별시 종로구 관훈동 198-30번지 지하1층 ,,,갤럭시 노래주점,룸살롱,,
3000000,3000000-102-1999-08317,19991208,,,,,02 7205964,,110111,서울특별시 종로구 관철동 11-3번지 지하1층 ,"서울특별시 종로구 종로14길 32 (관철동,지하1층)",3190,스타노래,룸살롱,198758.73,451810.488
3080000,3080000-102-2022-00001,20220511,,,,,,72.17,142867,서울특별시 강북구 번동 446-46,"서울특별시 강북구 오패산로 417, 지하1층 (번동)",1062,인스타,기타,202210.9235,459473.0937
3010000,3010000-102-1986-02586,19861113,,,,,02 7397733,74.36,100101,서울특별시 중구 태평로1가 25-3 외1(지하1층) ,"서울특별시 중구 세종대로22길 12 (태평로1가,외1(지하1층))",4520,빈집,간이주점,197973.5009,451752.1308
3010000,3010000-102-1999-02663,19751030,,,,,222371670,92.4,100869,서울특별시 중구 황학동 730번지 ,서울특별시 중구 퇴계로 429 (황학동),4576,서울관 70/80,카바레,201641.9495,451512.7434
3010000,3010000-102-2002-00017,20020507,,,,,222733294,26.32,100013,서울특별시 중구 충무로3가 34-7번지 2층 ,"서울특별시 중구 마른내로4길 36 (충무로3가,2층)",4556,쉼터,간이주점,199341.0002,451166.0663
3010000,3010000-102-1982-02548,19820827,,,,,202730982,108.3,100300,서울특별시 중구 초동 21-2번지 ,서울특별시 중구 을지로14길 30 (초동),4550,축제,비어(바)살롱,199226.8476,451398.6012
3010000,3010000-102-2003-00019,20031028,,,,,02  22689186,92.22,100411,서울특별시 중구 광희동1가 187-9번지 (지상2층) ,"서울특별시 중구 을지로44길 21 (광희동1가,(지상2층))",4561,크로바,룸살롱,200512.0053,451422.3573
3010000,3010000-102-2003-00022,20031224,,,,,995 6427,75.48,100013,서울특별시 중구 충무로3가 57-5번지 (지하1층) ,"서울특별시 중구 수표로2길 29 (충무로3가,(지하1층))",4554,빙고노래마당,기타,199235.3389,451113.1481
3010000,3010000-102-2004-00002,20040206,,,,,222689352,64.2,100013,서울특별시 중구 충무로3가 25-5 (지상2층) ,"서울특별시 중구 마른내로2길 31 (충무로3가,(지상2층))",4555,애플노래클럽,룸살롱,199181.4978,451200.5821
3010000,3010000-102-2010-00008,20100816,,,,,,92.89,100801,"서울특별시 중구 남대문로5가 84-1번지 2호,3호(지상4층) ","서울특별시 중구 세종대로 10-2 (남대문로5가,2호,3호(지상4층))",4527,25시주점,기타,197593.6893,450607.5048
3010000,3010000-102-2010-00009,20100916,,,,,,73.79,100300,서울특별시 중구 초동 19-2번지 2층 ,"서울특별시 중구 충무로 39, 2층 (초동)",4550,수노래터,기타,199279.1736,451377.7895
3010000,3010000-102-2010-00010,20101022,,,,,,95.01,100170,서울특별시 중구 무교동 21-3 지하1층 ,"서울특별시 중구 무교로 12 (무교동,지하1층)",4522,오션,룸살롱,198109.6173,451640.774
3010000,3010000-102-2010-00012,20101208,,,,,,99,100863,서울특별시 중구 충무로4가 32-16 (지하1층) ,"서울특별시 중구 창경궁로1길 38 (충무로4가,(지하1층))",4558,뿜뿜 노래밤,룸살롱,199606.1113,451137.8958
3010000,3010000-102-2003-00005,20030306,,,,,222330080,105.04,100819,서울특별시 중구 신당동 120-4번지 (지하1층) ,"서울특별시 중구 퇴계로 418-1 (신당동,(지하1층))",4577,팡팡노래주점,룸살롱,201533.0274,451450.058
3010000,3010000-102-1986-02648,19861211,,,,,02  32983413,99,100861,서울특별시 중구 충무로2가 60-3 지하1층,"서울특별시 중구 삼일대로 299 (충무로2가, 지하1층)",4537,골드,기타,198911.8064,451032.3161
3010000,3010000-102-1986-02621,19861112,,,,,222342520,110.43,100869,서울특별시 중구 황학동 737-0,서울특별시 중구 퇴계로 423-6 (황학동),4576,스타타임,극장식당,201585.646,451516.9947
3010000,3010000-102-2003-00008,20030415,,,,,222726333,64.35,100230,서울특별시 중구 수표동 11-3번지 (지하1층) ,"서울특별시 중구 을지로11길 29 (수표동,(지하1층))",4543,가자,룸살롱,199111.2743,451713.7062
3010000,3010000-102-2003-00009,20030521,,,,,222655949,24.78,100847,서울특별시 중구 을지로3가 291-41번지 (2층) ,"서울특별시 중구 충무로 52-1 (을지로3가,(2층))",4549,아하노래주점,룸살롱,199302.1633,451503.1103
3010000,3010000-102-2003-00010,20030603,,,,,,76.75,100450,서울특별시 중구 신당동 100-6번지 (2층) ,"서울특별시 중구 퇴계로 406-2 (신당동,(2층))",4577,황제노래클럽,룸살롱,201409.5028,451434.9342
3010000,3010000-102-2005-00015,20051123,,,,,222538004,47.01,100013,서울특별시 중구 충무로3가 34-8번지 (지상2층) ,"서울특별시 중구 충무로2길 1 (충무로3가,(지상2층))",4556,사계절,간이주점,199341.1371,451158.1556
3010000,3010000-102-2015-00003,20151110,,,,,,92.38,100080,서울특별시 중구 북창동 103-2번지 2층 ,"서울특별시 중구 세종대로12길 25 (북창동, 2층)",4526,수,노래클럽,197967.6984,451078.8212
3010000,3010000-102-2008-00001,20080103,,,,,222743378,93.45,100013,서울특별시 중구 충무로3가 56-1 (지상3층) ,"서울특별시 중구 수표로6길 32 (충무로3가,(지상3층))",4554,썸노래짱,룸살롱,199229.9205,451163.7958
3010000,3010000-102-2020-00002,20200709,,,,,,83.7,100869,서울특별시 중구 황학동 371-38 신라여관 ,"서울특별시 중구 퇴계로83길 12-16, 2층 (황학동)",4576,구찌,룸살롱,201596.0808,451564.7778
3010000,3010000-102-2021-00001,20210126,,,,,,85.95,100013,서울특별시 중구 충무로3가 28-2 ,"서울특별시 중구 수표로6길 37-1, 2층 (충무로3가)",4555,찐노래,노래클럽,199268.7785,451180.5365
3010000,3010000-102-1973-02572,19730824,,,,,222521188,98.17,100879,서울특별시 중구 흥인동 15-0 ,서울특별시 중구 퇴계로 417 (흥인동),4570,성동차차차,스텐드바,201503.8491,451514.0405
3010000,3010000-102-2009-00005,20090804,,,,,,76.71,100869,서울특별시 중구 황학동 703-1번지 (지층1) ,"서울특별시 중구 퇴계로 439-6 (황학동,(지층1))",4576,황제,기타,201762.7658,451528.7024
3010000,3010000-102-1984-02518,19840927,,,,,222726188,142.28,100862,서울특별시 중구 충무로4가 155-2 ,서울특별시 중구 퇴계로37길 22 (충무로4가),4557,뉴리멤버,룸살롱,199374.9445,451101.6226
3010000,3010000-102-2001-13670,20010523,,,,,237895818,75.63,100080,서울특별시 중구 북창동 98-0번지 ,서울특별시 중구 남대문로1길 26 (북창동),4526,엔에스,노래클럽,197945.8254,451102.6517
3010000,3010000-102-2001-13826,20010821,,,,,02 7764463,66.06,100800,서울특별시 중구 남대문로5가 63-20번지 1층 ,"서울특별시 중구 세종대로 7 (남대문로5가, 1층)",4512,술먹는 하마 노래바,룸살롱,197519.4805,450619.071
3010000,3010000-102-2001-13825,20010824,,,,,02 7759421,92.5,100094,서울특별시 중구 남대문로4가 3-13 ,서울특별시 중구 남대문로 16 (남대문로4가),4529,황제노래터유흥주점,룸살롱,197945.3755,450937.1058
3010000,3010000-102-2001-13976,20011011,,,,,222654046,93.8,100862,서울특별시 중구 충무로4가 130-3번지 외1(지상2층) ,"서울특별시 중구 충무로2길 34-1 (충무로4가,외1(지상2층))",4557,머무는곳,룸살롱,199489.1793,451106.9518
3010000,3010000-102-2001-13979,20011023,,,,,222685935,98.81,100300,서울특별시 중구 초동 19-9 ,서울특별시 중구 을지로14길 27 (초동),4550,퇴근길노래주점짱,룸살롱,199247.6529,451416.8542
3010000,3010000-102-2005-00003,20050217,,,,,02 7796645,71.98,100800,서울특별시 중구 남대문로5가 6-10번지 (지상2층) ,"서울특별시 중구 세종대로1길 6 (남대문로5가,(지상2층))",4512,노래타운,룸살롱,197545.467,450663.3209
3010000,3010000-102-2001-13879,20010906,,,,,02  22656866,74.89,100863,서울특별시 중구 충무로4가 29-3,서울특별시 중구 퇴계로41길 13 (충무로4가),4556,도레미노래광장,룸살롱,199541.8713,451126.308
3010000,3010000-102-2005-00007,20050706,,,,,222787004,98.34,100281,서울특별시 중구 인현동1가 87-18 (지하1층) ,"서울특별시 중구 마른내로 58 (인현동1가,(지하1층))",4556,명보,기타,199419.6437,451319.5517
3010000,3010000-102-2005-00008,20050720,,,,,222748850,39.67,100300,서울특별시 중구 초동 41-2 2층 ,"서울특별시 중구 충무로 32, 2층 (초동)",4556,뉴스타,룸살롱,199317.3623,451297.524
3010000,3010000-102-2005-00009,20050804,,,,,222721452,64.71,100863,서울특별시 중구 충무로4가 28-3번지 (지상1층) ,,,남산,기타,199528.4791,451130.4988
3010000,3010000-102-2005-00010,20050812,,,,,222757770,52.27,100411,서울특별시 중구 광희동1가 188-4번지 (지하1층) ,"서울특별시 중구 마른내로 165 (광희동1가,(지하1층))",4561,황제노래광장,룸살롱,200497.2121,451372.1816
3010000,3010000-102-2002-00047,20021014,,,,,222631916,89.6,100013,서울특별시 중구 충무로3가 59-10번지 (지하1층) ,"서울특별시 중구 수표로2길 7 (충무로3가,(지하1층))",4554,겔럭시,룸살롱,199127.5345,451102.6862
3010000,3010000-102-2002-00050,20021101,,,,,02 7787110,92.38,100874,서울특별시 중구 회현동1가 202-5번지 (지하1층) ,"서울특별시 중구 남대문시장길 73-3 (회현동1가,(지하1층))",4529,황제노래,룸살롱,198162.2112,450968.5355
3010000,3010000-102-2002-00053,20021127,,,,,222699855,46.5,100863,서울특별시 중구 충무로4가 26번지 2층 ,"서울특별시 중구 마른내로6길 37, 2층 (충무로4가)",4556,인현주점,룸살롱,199514.882,451135.5725
3010000,3010000-102-2002-00054,20021130,,,,,2,179,100861,서울특별시 중구 충무로2가 50-5번지 (지하1층) ,,,쌍떼,룸살롱,199037.8253,451103.6808
3010000,3010000-102-2002-00059,20021218,,,,,222731711,98.66,100411,서울특별시 중구 광희동1가 45-0번지 (지하1층) ,"서울특별시 중구 을지로40길 18 (광희동1가,(지하1층))",4561,환영노래터,룸살롱,200304.8355,451520.4342
3010000,3010000-102-2003-00002,20030107,,,,,222793225,57.64,100310,서울특별시 중구 오장동 148-1번지 (2층) ,"서울특별시 중구 을지로36길 40 (오장동,(2층))",4547,파티노래짱주점,간이주점,200066.9845,451406.737
3010000,3010000-102-1985-02582,19850125,,,,,222381349,51.29,100450,서울특별시 중구 신당동 100-7번지 1층 ,"서울특별시 중구 퇴계로78길 6 (신당동, 1층)",4577,쌍쌍파티,룸살롱,201409.5386,451421.1355
3010000,3010000-102-2004-00006,20040622,,,,,222343240,85.01,100880,서울특별시 중구 흥인동 111 (지하1층) ,"서울특별시 중구 다산로 255 (흥인동,(지하1층))",4569,비양카노래타운,룸살롱,201336.0897,451505.7333
3010000,3010000-102-2004-00011,20041007,,,,,222685911,70.08,100013,서울특별시 중구 충무로3가 35-3번지 외 1필지 (지상2층) ,"서울특별시 중구 충무로2길 6 (충무로3가,외 1필지 (지상2층))",4557,차차차노래터,기타,199352.4325,451134.7014
3010000,3010000-102-2004-00013,20041018,,,,,,188.19,100080,서울특별시 중구 북창동 82 (지하1층) ,"서울특별시 중구 세종대로14길 26 (북창동,(지하1층))",4526,블링블링,룸살롱,197996.1588,451158.7589
3010000,3010000-102-2004-00014,20041019,,,,,02 7783566,88.94,100814,서울특별시 중구 서소문동 90번지 외3필지(지하1층) ,"서울특별시 중구 서소문로 130 (서소문동,외3필지(지하1층))",4514,앵콜노래바,룸살롱,197772.4785,451236.8393
3010000,3010000-102-2004-00005,20040528,,,,,02  22791052,73.45,100411,서울특별시 중구 광희동1가 38-1 (지하1층),"서울특별시 중구 을지로38길 11 (광희동1가,(지하1층))",4561,나이스클럽(Nice club),기타,200271.3984,451530.9771
3010000,3010000-102-1974-02681,19740331,,,,,02 2656131,483.5,100195,서울특별시 중구 을지로5가 133-1번지 ,서울특별시 중구 을지로38길 20 (을지로5가),4561,천지호텔나이트캬바레,카바레,200225.9831,451511.2628
3010000,3010000-102-2005-00011,20050817,,,,,222738172,82,100013,서울특별시 중구 충무로3가 36-4 (지상2층),"서울특별시 중구 충무로2길 2 (충무로3가,(지상2층))",4557,리코 타운,기타,199342.4446,451137.088
3010000,3010000-102-1974-02486,19740331,,,,,02 7774107,98.84,100180,서울특별시 중구 다동 117번지 지하1층 ,"서울특별시 중구 남대문로9길 12 (다동,지하1층)",4522,오렌지노래방주점,룸살롱,198319.0072,451622.5063
3010000,3010000-102-2003-00004,20030220,,,,,222669564,142.08,100330,서울특별시 중구 주교동 43-25번지 지하1층 ,"서울특별시 중구 창경궁로8길 24 (주교동, 지하1층)",4546,삼바노래터,룸살롱,199893.2289,451824.9473
3010000,3010000-102-2011-00007,20110708,,,,,,98.66,100013,서울특별시 중구 충무로3가 59-11번지 2층 ,"서울특별시 중구 수표로2길 5 (충무로3가, 2층)",4554,비타민노래카페,기타,199119.114,451114.4484
3010000,3010000-102-2012-00001,20120220,,,,,,82.96,100013,서울특별시 중구 충무로3가 33-1 ,"서울특별시 중구 충무로 20-1, 지하1층 (충무로3가)",4556,수노래,간이주점,199333.5264,451192.1616
3010000,3010000-102-2012-00002,20120404,,,,,,94.79,100300,서울특별시 중구 초동 53-20번지 지상 3층 ,"서울특별시 중구 마른내로2길 25-1 (초동, 지상 3층)",4555,원투쓰리노래크럽,간이주점,199203.7274,451223.1966
3010000,3010000-102-2012-00003,20120504,,,,,,97.37,100300,서울특별시 중구 초동 107-5번지 지상3층 ,서울특별시 중구 을지로12길 29 (초동),4550,시크릿,룸살롱,199122.2527,451406.2876
3010000,3010000-102-2012-00004,20120618,,,,,,90.69,100080,서울특별시 중구 북창동 71-2번지 삼영빌딩 3층 ,"서울특별시 중구 남대문로1길 30, 북창동동 (북창동, 삼영빌딩 3층)",4526,멜로디,룸살롱,197945.5493,451122.4688
3010000,3010000-102-2012-00005,20121108,,,,,,92.04,100411,서울특별시 중구 광희동1가 182-39 지상2층 ,"서울특별시 중구 마른내로 167-42 (광희동1가, 지상2층)",4561,히든싱어 노래빠,룸살롱,200525.4757,451430.6124
3010000,3010000-102-2013-00002,20130917,,,,,,39.6,100847,서울특별시 중구 을지로3가 291-40번지 지상2층 ,"서울특별시 중구 충무로 52 (을지로3가, 지상2층)",4549,아하미인,기타,199303.3043,451498.0503
3010000,3010000-102-1985-02612,19850822,,,,,222663393,108.23,100846,서울특별시 중구 을지로3가 296-11번지 ,서울특별시 중구 을지로14길 13 (을지로3가),4550,스타,룸살롱,199247.5208,451490.6847
3010000,3010000-102-1975-02553,19750626,,,,,02 7761238,185.24,100861,서울특별시 중구 충무로2가 60-3번지 지하1층 ,"서울특별시 중구 삼일대로 299, 지하1층 (충무로2가)",4537,세븐,비어(바)살롱,198911.8064,451032.3161
3010000,3010000-102-2003-00012,20030613,,,,,02 7531070,92,100800,서울특별시 중구 남대문로5가 17-3번지 (지하1층) ,"서울특별시 중구 세종대로 22 (남대문로5가,(지하1층))",4527,S(에스)노래바,룸살롱,197663.3679,450691.4042
3010000,3010000-102-2003-00013,20030619,,,,,222622272,64.95,100863,서울특별시 중구 충무로4가 24-6번지 (지상2층) ,"서울특별시 중구 충무로2길 35 (충무로4가,(지상2층))",4556,백궁노래주점,룸살롱,199499.7762,451127.1666
3010000,3010000-102-2011-00002,20110422,,,,,222698804,100.89,100300,서울특별시 중구 초동 70-8 ,서울특별시 중구 마른내로2길 6 (초동),4555,Seven 노래빠,기타,199257.1139,451318.6552
3010000,3010000-102-2011-00003,20110504,,,,,02741 5120,90,100800,서울특별시 중구 남대문로5가 63-9 지하1층 ,"서울특별시 중구 세종대로 3-1 (남대문로5가,지하1층)",4512,쎄시봉,룸살롱,197497.2271,450603.6043
3010000,3010000-102-2011-00005,20110704,,,,,,42.2,100013,서울특별시 중구 충무로3가 25-2 지하1층 ,"서울특별시 중구 수표로6길 25-1 (충무로3가,지하1층)",4555,굿모닝,기타,199216.2606,451202.9019
3010000,3010000-102-2003-00017,20030917,,,,,222737372,96.96,100411,서울특별시 중구 광희동1가 191 (지하1층),"서울특별시 중구 마른내로 167-1 (광희동1가,(지하1층))",4561,당구장,룸살롱,200526.2174,451373.8233
3010000,3010000-102-2013-00001,20130218,,,,,,86.35,100013,서울특별시 중구 충무로3가 59-6 지하1층,"서울특별시 중구 수표로2길 15 (충무로3가, 지하1층)",4554,블랙,기타,199164.3509,451104.739
3010000,3010000-102-2009-00010,20091208,,,,,,62,100869,서울특별시 중구 황학동 732 2층 ,"서울특별시 중구 퇴계로 427-2, 2층 (황학동)",4576,하트노래짱,기타,201624.7917,451518.8435
3010000,3010000-102-2010-00003,20100510,,,,,27748878,99.1,100842,서울특별시 중구 을지로1가 37-0번지 지하1층 ,"서울특별시 중구 을지로1길 15 (을지로1가,지하1층)",4523,마카오 Ⅰ,룸살롱,198139.29,451612.4388
3010000,3010000-102-2010-00004,20100510,,,,,27748878,85.15,100842,서울특별시 중구 을지로1가 37-0번지 지하2층 ,"서울특별시 중구 을지로1길 15 (을지로1가,지하2층)",4523,마카오 Ⅱ,룸살롱,198139.29,451612.4388
3010000,3010000-102-1985-02588,19850525,,,,,202758422,19.5,100811,서울특별시 중구 방산동 70-4번지 ,서울특별시 중구 동호로 386 (방산동),4562,재희,스텐드바,200139.5047,451844.3507
3010000,3010000-102-1985-02499,19850608,,,,,222734319,94.31,100866,서울특별시 중구 필동1가 10-9번지 ,,,충무노래크럽,룸살롱,199213.2817,451032.5659
3010000,3010000-102-1985-02484,19850813,,,,,202343385,69,100869,서울특별시 중구 황학동 629-0 ,,,못잊어,룸살롱,201767.0854,451555.4778
3010000,3010000-102-1985-02645,19850817,,,,,02  22667585,110.73,100848,서울특별시 중구 을지로4가 109-1 ,서울특별시 중구 을지로33길 33 (을지로4가),4546,그린,극장식당,199821.2248,451658.2965
3010000,3010000-102-1986-02580,19860108,,,,,222675458,98.1,100862,서울특별시 중구 충무로4가 150-0 ,서울특별시 중구 충무로2길 16 (충무로4가),4557,팡팡노래짱,스텐드바,199401.9087,451134.1317
3010000,3010000-102-1974-02622,19740513,,,,,202321511,64.48,100823,서울특별시 중구 신당동 247-11번지 ,서울특별시 중구 퇴계로 386-5 (신당동),4611,신당과촌,극장식당,201223.1868,451410.7622
3010000,3010000-102-2000-12895,20000621,,,,,222669827,48.71,100330,서울특별시 중구 주교동 122-4 2층,"서울특별시 중구 창경궁로8길 2-1 (주교동, 2층)",4546,궁노래짱,룸살롱,199778.4621,451792.7299
3010000,3010000-102-2002-00021,20000201,,,,,222782357,147.82,100846,서울특별시 중구 을지로3가 5-6 ,서울특별시 중구 을지로 109 (을지로3가),4543,웰빙(Well - being),룸살롱,199055.2889,451579.3198
3010000,3010000-102-2004-00017,20041117,,,,,222678006,66.54,100411,서울특별시 중구 광희동1가 278번지 (지상2층) ,"서울특별시 중구 동호로34길 28 (광희동1가,(지상2층))",4561,화이트 노래주점,기타,200277.2336,451409.7685
3010000,3010000-102-2006-00015,20061226,,,,,222783500,94.84,100282,서울특별시 중구 인현동2가 100번지 (지상2층) ,"서울특별시 중구 마른내로 68 (인현동2가,(지상2층))",4556,풍전노래광장주점,기타,199523.3489,451311.7359
3010000,3010000-102-2007-00005,20070329,,,,,02 7554559,94.76,100801,"서울특별시 중구 남대문로5가 84-4번지 외 3필지(84-1,84-2,84-3) ","서울특별시 중구 세종대로 10 (남대문로5가,외 3필지(84-1,84-2,84-3))",4527,25시노래빵주점,기타,197587.0789,450597.2482
3010000,3010000-102-2007-00006,20070618,,,,,,42,100863,서울특별시 중구 충무로4가 15-18번지 외1필지(15-20) (3층) ,,,브이아이피(VIP),룸살롱,199447.9514,451139.1191
3010000,3010000-102-2006-00006,20060718,,,,,,97.02,100411,서울특별시 중구 광희동1가 182-28 (지상2층),"서울특별시 중구 을지로44길 17-5 (광희동1가,(지상2층))",4561,고고,기타,200527.8613,451446.0759
3010000,3010000-102-2007-00001,20070105,,,,,222657790,64.99,100851,서울특별시 중구 을지로6가 18-52 (지하1층),"서울특별시 중구 을지로43길 15 (을지로6가,(지하1층))",4564,히든싱어,기타,200535.6133,451633.5052
3010000,3010000-102-2007-00007,20070702,,,,,222711381,95,100863,서울특별시 중구 충무로4가 25번지 외1필지 (2층) ,"서울특별시 중구 충무로2길 37 (충무로4가,외1필지 (2층))",4556,황진이노래노래,룸살롱,199511.558,451125.3835
3010000,3010000-102-2007-00008,20070702,,,,,,61.42,100863,서울특별시 중구 충무로4가 25번지 외1필지 (3층) ,"서울특별시 중구 충무로2길 37 (충무로4가,외1필지 (3층))",4556,지화자노래노래,룸살롱,199511.558,451125.3835
3010000,3010000-102-1999-11947,19990515,,,,,222759404,95,100032,서울특별시 중구 저동2가 47-3번지 ,서울특별시 중구 수표로12길 8 (저동2가),4555,발리,룸살롱,199100.4129,451298.4147
3010000,3010000-102-2004-00018,20041123,,,,,02 3135906,57.16,100858,서울특별시 중구 중림동 129-35 (지상2층) ,"서울특별시 중구 청파로 425-2 (중림동,(지상2층))",4507,수인,간이주점,197185.8737,450597.6152
3010000,3010000-102-2004-00020,20041222,,,,,222727904,49.59,100013,서울특별시 중구 충무로3가 30-18 지상2층 ,"서울특별시 중구 충무로 17-1 (충무로3가,지상2층)",4555,후,룸살롱,199298.82,451178.1399
3010000,3010000-102-2005-00002,20050125,,,,,,66.08,100869,"서울특별시 중구 황학동 732-0 (지상1,2층) ","서울특별시 중구 퇴계로 427-3, 1,2층 (황학동)",4576,플렉스(FLEX),기타,201624.7917,451518.8435
3010000,3010000-102-1978-02546,19780126,,,,,02 7397733,65.04,100101,서울특별시 중구 태평로1가 29-2 ,"서울특별시 중구 세종대로22길 12, 2층 (태평로1가)",4520,광장,룸살롱,197984.6447,451739.9477
